path|transcript|duration
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_857.wav|كيج كنقول حيت انا ماشي طاقه|3.86
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_858.wav|الاحتياج حيت انا ماجاش من انزو الفلوس|3.939
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_859.wav|كيبغيها شي واحد كيجري مرا بزف كهرب عليه|2.901
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_860.wav|منلي كتبغي السكسي كرب عليك منل كتبغي|2.22
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_861.wav|الشهره كهرب|1.699
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_862.wav|عليك حيت انا ماشي واقفه|3.86
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_863.wav|ودايره الساعه وكنشوف|3.381
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_864.wav|زقد الله سبحانه وتعالى لا حيت ما ماشي هي|4.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_865.wav|الغايه من الدنيا را ماشي الغايه هو نزوج|4.66
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_866.wav|سدي مساكن هذ العيالات اللي ما تزوجو|4.46
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_867.wav|شدير من نلخص لهم كتشوف|3.62
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_869.wav|تلفزيونيه مع صحفيات وصحفيين ويقول لها|3.78
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_870.wav|انا بع كرجع لعند الزوجه ديالي لدار وتحسي|5.42
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_871.wav|بالوحده مساج|4.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_872.wav|ش مساجك البنات اللي ما عندهمش مزقهم الله|3.739
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_873.wav|سبحانه وتعالى وما جابش لهم الرزق ديال|2.701
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_875.wav|خير خير ل يعني شن ه ما وال في|5.06
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_876.wav|الحياه عند مكار|4.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_877.wav|فرحان صدمني هذا السؤال من انسان يعني|3.981
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_878.wav|مثقف بين قوسين مع|3.94
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_880.wav|هناش نقوللهم مع انني صنفته كيف ما تصنفت|5.381
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_881.wav|ولكن ك د ب لا سمل زون ماشي حيت انا في|5.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_882.wav|واحد المضمون ولا واحد الشكل ولا حيت انا|3.18
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_883.wav|لست في طاقه الاحتياج وهذا سر من الاسرار|3.26
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_884.wav|الحاجه اللي ماتحتاجي ل كجي عندك انا|3.34
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_885.wav|ماشوفش الساعه قريبه تجي ينبو خصني نولد|3.94
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_886.wav|ما عنديش ك ارتباط مع ليزف كع|4.459
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_891.wav|ج معك من الاول السؤال ديالي من بعد|4.021
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_892.wav|ماضرنا الزواج وكشي نسولك ش تزوجتي وقالك|5.78
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_893.wav|راجلك انك تجلس من الخدمه|3.78
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_894.wav|يخدم الز وشي كانيك رد فعل|5.34
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_895.wav|ديالك اولا انا عشت مراحل كثيره في|4.059
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_896.wav|الخدمه استراحه|2.661
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_898.wav|تق ولكن|4.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_899.wav|شنا هو الجلاس عنده انا الحمد لله الحمد|3.459
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_900.wav|لله البزنس موديل ديالي دابا يسمح لي انني|2.861
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_901.wav|نكون جالسه|1.82
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_902.wav|وخدامه ل انا كونت واحد البيزنس موديل انا|4.06
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_903.wav|ما كشيش كل صباح كنمشي|2.179
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_904.wav|عندي هنا وهنا وهنا لاخدم باغ|4.381
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_905.wav|تيليفون ولكن الحاجه اللي ماظنش باش ما|3.979
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_906.wav|نجزم في الامر انني نقدر يطلب مني ونتنازل|3.701
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_907.wav|عل سوشيال ميديا هذ رساله حياه ما عندها|3.82
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_908.wav|حتى شي علاقه بشي خدمه ام|3.22
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_910.wav|لا تعرفان|5.46
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_912.wav|لوعي الامور عندي الحب روط الحب|5.781
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_913.wav|روط الناس متبعين فيق|5.379
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_914.wav|تخيل وفاش تقدر تبدل الموت ديالي وان كنت|5.98
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_915.wav|واح يعني كت خسرت فيها واحد واحد المناقصه|3.82
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_916.wav|مشات لي وجاني ميساج واحد وديك المناقصه|3.181
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_917.wav|خدام على ثلاث شهر وجاني ميساج ديال واحد|3.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_918.wav|السيده وقالتلي شكرا لك هاش درت واش درت|2.66
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_919.wav|وغيرت بفضل الله وفضلك غيرت حياتي عرفتي|4.099
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_920.wav|را فاش رجعت البيرو قال لي سيده قاللي واش|2.861
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_921.wav|بصح واش بصح ماخدناش احنا المارشي قلت له|2.739
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_922.wav|لا بصح ما تقوني ماخدناش المارشي حيت انا|3.34
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_923.wav|كنت كنت هابي دونك انا بالنسبه لي وليت كن|5.74
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_924.wav|استمد المتعه ديالي من سوش|3.021
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_925.wav|زعما ماظنش انني نحبس السوشال ميديا لان|3.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_926.wav|هي رساله حياه وما نقدرش ان هذا الرجل|2.899
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_927.wav|مايدخلش مع القبر وانا محتاجه الناس|3.54
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_928.wav|محتاجه الدعوات ديالهم محتاجه صدقه جاريه|3.381
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_929.wav|محتاجه محتاجه نكون في جنه الفردوس دائما|4.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_930.wav|كنبغي كنبغي وباقى انا خدامه ومحتاج يبقو|3.78
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_931.wav|يدعي لي حتى نتحجب محتاج يدعي لي حتى ربي|3.419
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_932.wav|سبحانه وتعالى مابقاش عاصيه لانني عاصيه|3.501
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_933.wav|لاوامره اب من ا وكره من كره هذ حقيقه|5.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_934.wav|حتى انا ولن انا اجاهد في|4.5
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_935.wav|الامر بغ نقول ون باش يقول بحال كتقول|3.78
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_936.wav|يقول حبسي علك البنكه ماقدرش ح بالنسبه ل|4.459
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_937.wav|فاتت لابك وفات الفلوس وف هي انك كغيري|4.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_938.wav|حياه ناس واحد المتعه واحد|3.381
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_939.wav|الاحساس ما عنده ح شي علاقه حاجه اخرى ف|3.939
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_940.wav|نظن انني دي نقول لا على السوشال ميديا|3.86
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_942.wav|سيدي ربي الامومه حيت هوغ كتبها ربي بهدوء|5.421
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_943.wav|ياك يعني ما نكونش متعرضه للسوشال|3.86
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_944.wav|ميديا الضغط اللي انا عندي ديال|3.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_945.wav|الخدمه ونربي وليداتي حتى وليداتي نصفهم|4.22
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_946.wav|ليكول حىي قادرين انهم ياكلوا ديتهم|3.14
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_947.wav|ويدخلوا ل تواليت بوحدهم ويلبسوا بوحدهم|2.939
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_949.wav|لكوني حيث انا لا اظن بانني انا ك عفراء|4.659
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_950.wav|نخلي وليداتي مع خدمتي يعني غ نحط في|3.941
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_951.wav|الكفه خدمتي ونحط في الوليدات في كفه غ|2.82
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_952.wav|نختار ولادي ما نختار خ هذ انا هذا لا|3.659
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_953.wav|يعني بان العيالات تبارك الله عليهم الله|3.461
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_954.wav|يكون لهم في العون حيت انا اعي ما اقول|3.74
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_955.wav|الله يكون لهم في العون|3.219
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_956.wav|وظروفهم ربما يصرفوا على عائلاتهم ربما|4.181
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_957.wav|ربما ربما ولكن هنا انا اظن انني كنهضر|2.78
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_958.wav|على نفسي فانا كنقول ان اولادي في كفه|3.699
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_960.wav|وكل شيء يهون وديما ماقدرش|5.419
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_962.wav|غس من الخدمه بكك لابيس باش انا غ ولكن|5.66

